IMSI,model_1,model_2,model_3,model_4,model_5,model_6,model_7,model_8,model_9,model_10,model_11,model_12
c720e8a0e76fdd14df77f9088e963ae7,G610S/Ascend G610,G610S/Ascend G610,G610S/Ascend G610,G610S/Ascend G610,G610S/Ascend G610,G610S/Ascend G610,G610S/Ascend G610,G610S/Ascend G610,HUAWEI G610-U00,HUAWEI G610-U00,HUAWEI G610-U00,HUAWEI G610-U00
08e6b68078c078c419088c5a71466521,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,MT7-TL10(Ascend Mate7),MT7-TL10(Ascend Mate7),MT7-TL10(Ascend Mate7),HUAWEI MT7-TL10,HUAWEI MT7-TL10,HUAWEI MT7-TL10,HUAWEI MT7-TL10
eeb93c7c09c2b7d7dfa3c26fb56003ab,Y550,Y550,Y550,Y550,Y550,Y550,Y550,Y550,HUAWEI G750-T01,HUAWEI G750-T01,HUAWEI G750-T01,HUAWEI G750-T01
78b9285c9dd2c7b4e328e4d2c41ea3e6,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,HUAWEI G750-T00,HUAWEI G750-T00,HUAWEI G750-T00,HUAWEI G750-T00
000e2bff07f940cdce67a29efd13bcea,T8951,T8951,T8951,T8951,Q705U,Q705U,Q705U,Q705U,ZTE Q705U,ZTE Q705U,ZTE G601U,ZTE Q705U
c1bd7cf48d67ce2bf3242fa6486d8e04,Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),GT-S5360(Galaxy Y),H30-U10,H30-U10,H30-U10,H30-U10,H30-U10,H30-U10,H30-U10,H30-U10
9acf6e6fff1d7bdf4a3623d1db9995e4,G610S/Ascend G610,G610S/Ascend G610,G610S/Ascend G610,G610S/Ascend G610,G610S/Ascend G610,G610S/Ascend G610,G610S/Ascend G610,G610S/Ascend G610,HUAWEI G610-U00,HUAWEI G610-U00,HUAWEI G610-U00,HUAWEI G610-U00
f909ee23e80048fd906bdc930acd3d0f,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,MT7-TL00(Ascend Mate7),MT7-TL00(Ascend Mate7),MT7-TL00(Ascend Mate7),MT7-TL00(Ascend Mate7),HUAWEI MT7-TL00,HUAWEI MT7-TL00,HUAWEI MT7-TL00,HUAWEI MT7-TL00
66200cb75510a374088910a2f266e6fe,C199,C199,C199,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,HUAWEI P7-L09,HUAWEI P7-L09,HUAWEI C8817L,HUAWEI C8817L
ed5101c82995f2a744c3082f86dc198d,Ascend G630,Ascend G630,Ascend G630,Ascend G630,Ascend G630,Ascend G630,Ascend G630,Ascend G630,HUAWEI G630-U00,HUAWEI G630-U00,HUAWEI G630-U00,HUAWEI G630-U00
574a4a7e84d13f9c579daa5edfd67ee0,U8500,U8500,U8500,iPhone 4S,iPhone 4S,iPhone 4S,iPhone 4S,iPhone 4S,A1431,A1431,A1431,A1431
64a5e7d32c70edcf9a5fbfe427fe7783,G620S-UL00,G620S-UL00,G620S-UL00,G620S-UL00,G620S-UL00,G620S-UL00,G620S-UL00,G620S-UL00,G620S-UL00,G620S-UL00,G620S-UL00,G620S-UL00
d40fae32868015aa70cd5800c9cdae7b,Y550,Y550,MediaPad X1 7.0(7D-501U),MediaPad X1 7.0(7D-501U),MediaPad X1 7.0(7D-501U),MediaPad X1 7.0(7D-501U),MediaPad X1 7.0(7D-501U),MediaPad X1 7.0(7D-501U),7D-501u,7D-501u,7D-501u,7D-501u
216d7ad204fbc76a3f207c3671b94a9e,P6-U06,P6-U06,P6-U06,P6-U06,P6-U06,P6-U06,P6-U06,P6-U06,HUAWEI P6-U06,HUAWEI P6-U06,HUAWEI P6-U06,HUAWEI P6-U06
9ef47b8664c4194caf505d639a275c1e,Y310-T10,Y310-T10,Y310-T10,Y310-T10,Y310-T10,Y310-T10,Y310-T10,Y310-T10,"MURQ8-3334411A11, MB865, ME865","MURQ8-3334411A11, MB865, ME865","MURQ8-3334411A11,MB865,ME865","MURQ8-3334411A11,MB865,ME865"
f15ce89fd28a8ac1aaf8240f2bf01a5e,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7-L07(Ascend P7),Ascend P7-L07(Ascend P7),Ascend P7-L07(Ascend P7),HUAWEI P7-L07,HUAWEI P7-L07,HUAWEI P7-L07,HUAWEI P7-L07
e38b0a7a7065b4290e817291b3ae11ac,Che1-CL20,Che1-CL20,Che1-CL20,Che1-CL20,Che1-CL20,iPhone 5,iPhone 5,iPhone 5,A1429,A1429,A1429,A1429
3e4acdc622217400ca56ea27cdc11d67,T520,T520,T520,T520,T520,T520,T520,T520,HUAWEI B199,HUAWEI B199,HUAWEI B199,HUAWEI B199
be75cd19601723eb5d9e1b88966c9fdb,MT1-U06,MT1-U06,MT1-U06,MT1-U06,MT1-U06,MT1-U06,MT1-U06,MT1-U06,HUAWEI MT1-U06,HUAWEI MT1-U06,HUAWEI MT1-U06,HUAWEI MT1-U06
87ad2cf7592dbe47cd28c4ff2212b644,H30-L02,H30-L02,H30-L02,H30-L02,H30-L02,Z1,Ascend P7-L07(Ascend P7),Ascend P7-L07(Ascend P7),A1429,A1429,A1429,A1429
9c3204e9da10e3fdb7769300fc87f8ac,Honor 3C,LT26ii(Xperia SL),Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,HUAWEI MT7-TL10,HUAWEI MT7-TL10,HUAWEI MT7-TL10,HUAWEI MT7-TL10
fd27e7685c17d491b48aa09c4fdc6c5c,P6-U06,iPhone 6 Plus (A1524),iPhone 6 Plus (A1524),iPhone 6 Plus (A1524),iPhone 6 Plus (A1524),iPhone 6 Plus (A1524),iPhone 6 Plus (A1524),iPhone 6 Plus (A1524),A1524,A1524,A1524,A1524
f89b9dc0615728e329caf62ae29caa33,P6-U06,P6-U06,P6-U06,P6-U06,P6-U06,P6-U06,P6-U06,P6-U06,HUAWEI P6-U06,HUAWEI P6-U06,HUAWEI P6-U06,HUAWEI P6-U06
e1d63d53d39897e6de16bdb6529b42f6,T8951,T8951,E81t,E81t,E81t,E81t,E81t,E81t,E81t,E81t,E81t,E81t
fb3dfbcd964fb77b2a56927e3085307d,Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),H30-U10,H30-U10,H30-U10,H30-U10
690001e4a8c35fa99db91211f8672046,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,HUAWEI P7-L09,HUAWEI P7-L09,HUAWEI C8817L,HUAWEI P7-L09
ca7ab77e634a93c740bcc741ff3208d5,U5500,U5500,iPhone 6 Plus (A1524),iPhone 6 Plus (A1524),iPhone 6 Plus (A1524),iPhone 6 Plus (A1524),iPhone 6 Plus (A1524),iPhone 6 Plus (A1524),A1524,A1524,A1524,SM-N9200
883bc557a8f394837a9bcb2622c8b9e2,VT312A,VT312A,VT312A,VT312A,VT312A,VT312A,VT312A,VT312A,HUAWEI G6-U00,HUAWEI G6-U00,HUAWEI G6-U00,HUAWEI G6-U00
b13161d675f17658b99499585afc3ac6,G5000,G5000,G5000,G5000,G5000,A919/A519/A819/A818/A589,A919/A519/A819/A818/A589,A919/A519/A819/A818/A589,A919,A919,A519,A919
e90281a6792fc178361e74a4dbb9844e,Ascend G730,Ascend G730,Ascend G730,Ascend G730,Ascend G730,iPhone 6 Plus (A1524),iPhone 6 Plus (A1524),iPhone 6 Plus (A1524),A1524,A1524,A1524,A1524
68c8caca424e1b41161a52f8c86a6318,U5500,U5500,U5500,U5500,U5500,U5500,U5500,U5500,H60-L02,H60-L02,H60-L02,H60-L02
1a674659939a7b10ad5aaa5afebf9b5e,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,HUAWEI MT7-TL10,HUAWEI MT7-TL10,HUAWEI MT7-TL10,HUAWEI MT7-TL10
cabae2b97dfd165c9266d344381c03ae,MediaPad X1 7.0,MediaPad X1 7.0,MediaPad X1 7.0,MediaPad X1 7.0,MediaPad X1 7.0,MediaPad X1 7.0,MediaPad X1 7.0,MediaPad X1 7.0,7D-501u,7D-501u,7D-501u,7D-501u
e8adcfd6880497f60024320a92ce565a,S6510,S6510,S6510,S6510,S6510,Coolpad 8713,Coolpad 8713,Coolpad 8713,Coolpad 8713,Coolpad 8713,Coolpad 8713,Coolpad 8713
cc17b9e1c28b519030e33f6572244926,Ascend G730,Ascend G730,Ascend G730,Ascend G730,Ascend G730,Ascend G730,Ascend G730,Ascend G730,HUAWEI G730-U00,HUAWEI G730-U00,HUAWEI G730-U00,HUAWEI G730-U00
fad73cc161743e2c549367aa8b72e871,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,HUAWEI G750-T00,HUAWEI G750-T00,HUAWEI G750-T00,HUAWEI G750-T00
3bfab546ce18818c445ecad401abbb7e,P6-U06,P6-U06,P6-U06,P6-U06,P6-U06,P6-U06,P6-U06,P6-U06,A1429,A1429,A1429,A1429
a02f83dac72bb8d243982eabdfc32b31,G610S/Ascend G610,G610S/Ascend G610,G610S/Ascend G610,G610S/Ascend G610,G610S/Ascend G610,G610S/Ascend G610,G610S/Ascend G610,G610S/Ascend G610,HUAWEI G610-U00,HUAWEI G610-U00,HUAWEI G610-U00,HUAWEI G610-U00
3cf86979321264a912ab71a1ccdd65b0,U8818,U8818,U8818,U8818,U8818,U8818,U8818,SM-G7106,SM-G7106,SM-G7106,SM-G7106,SM-G7106
6e7fc3e3e71d1eba9b7f437947269758,Y511,Y511,Y511,Y511,Y511,Y511,Y511,Y511,A1530,HUAWEI Y511-T00,HUAWEI Y511-T00,HUAWEI Y511-T00
8c8a0e00130bee87dad13cb7575bb5eb,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,H30-T00,CHM-TL00,CHM-TL00,CHM-TL00
0e786956222e8ee383f805ba96919e21,U8220,U8220,iPhone 5C,iPhone 5C,iPhone 5C,iPhone 5C,iPhone 5C,iPhone 5C,A1526,A1526,A1526,A1526
c7828e227dd31b06ae478ba859293126,G610-T11,G610-T11,G610-T11,G610-T11,G610-T11,G610-T11,G610-T11,G610-T11,HUAWEI G610-T11,HUAWEI G610-T11,HUAWEI G610-T11,HUAWEI G610-T11
13dc4bff210fa16bdde642513b16c280,G6-U00,G6-U00,G6-U00,G6-U00,G6-U00,G6-U00,G6-U00,G6-U00,HUAWEI G6-U00,HUAWEI G6-U00,HUAWEI G6-U00,PE-TL10
3cd7041785f17c20b7985970df4cf3f8,C199,C199,C199,C199,C199,C199,C199,C199,HUAWEI C199s,HUAWEI C199s,HUAWEI C199,HUAWEI C199
c620e3bda09510f54c7a13e7944da614,U5500,U5500,U5500,U5500,U5500,U5500,U5500,U5500,H60-L02,H60-L02,H60-L02,H60-L02
4e480dd65d9db2a5497dc6fad24ed9b2,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,HUAWEI G750-T00,HUAWEI G750-T00,HUAWEI G750-T00,HUAWEI G750-T00
94a56fc252b70d7d1235d6d28f33ca1b,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,HUAWEI P7-L00,HUAWEI P7-L00,HUAWEI P7-L00,HUAWEI P7-L00
6e4e9bbc0e8001cdd7649c9153805e94,G8600,G8600,G8600,SCH-N719,SCH-N719,SCH-N719,SCH-N719,SCH-N719,SCH-N719,SCH-N719,HUAWEI C8817L,HUAWEI MT7-CL00
e8a11a519c5bc26936af316ff21d8b85,Y220T,Y220T,Y220T,Y220T,Y220T,Y220T,Y220T,Y220T,HUAWEI Y 220T,HUAWEI Y 220T,HUAWEI Y 220T,HUAWEI Y 220T
9feffd43a4f1d3b76345442a066b9ae3,G700-U00,G700-U00,G700-U00,G700-U00,G700-U00,G700-U00,G700-U00,G700-U00,HUAWEI G700-U00,HUAWEI G700-U00,HUAWEI G700-U00,HUAWEI G700-U00
a78c6e8a56038bcf608618649e284557,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,HUAWEI MT7-UL00,HUAWEI MT7-UL00,HUAWEI MT7-UL00,HUAWEI MT7-UL00
7d5df38b0e5cd1969613bfe5f0c1e94d,Ascend G730,Ascend G730,Ascend G730,Ascend G730,Ascend G730,Ascend G730,Ascend G730,Ascend G730,HUAWEI G730-U00,HUAWEI G730-U00,HUAWEI RIO-AL00,HUAWEI RIO-AL00
ff004b03656e53989c5b5250bba45ec5,G620S-UL00,G620S-UL00,G620S-UL00,G620S-UL00,G620S-UL00,G620S-UL00,G620S-UL00,G620S-UL00,G620S-UL00,G620S-UL00,G620S-UL00,G620S-UL00
6b2af1ff6c38af991dc07729edbca3e5,G6-U00,G6-U00,G6-U00,G6-U00,G6-U00,D626w,D626w,D626w,2013028,HUAWEI P7-L07,OPPO R831S,OPPO R831S
8136a69a4a1a4214e96ddb64cb33963d,T520,T520,T520,T520,B199,Lumia 920,Lumia 920,Lumia 920,HUAWEI P7-L09,HUAWEI P7-L09,HUAWEI C8817L,HUAWEI C8817L
ea02c15245461b012b7385e22f389720,Ascend G630,Ascend G630,Ascend G630,Ascend G630,Ascend G630,Ascend G630,Ascend G630,Ascend G630,HUAWEI G630-U00,HUAWEI G630-U00,HUAWEI G630-U00,HUAWEI G630-U00
89e62ffd848110d7dbe1c48d909f09e7,Y220T,GT-S7572,GT-S7572,GT-S7572,iPhone 6 (A1586),GT-S7572,GT-S7572,GT-S7572,GT-S7572,GT-S7572,GT-S7572,GT-S7572
cc10697467a43c5590f8068920bd5a56,Y210-0010,Y210-0010,Y210-0010,Y210-0010,Y210-0010,Y210-0010,Y210-0010,Y210-0010,HUAWEI Y210-0010,A1429,A1429,A1429
0aaf41e1bd8a5655943e741334ac512f,Y220-T10,A90,A90,A90,A90,A90,A90,A90,A90,A90,A90,Coolpad 8105
ffa35e9cfb436d094bb97683d6fdb7c0,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,HUAWEI MT7-TL10,HUAWEI MT7-TL10,HUAWEI MT7-TL10,HUAWEI MT7-TL10
2ec440109510523aab735d13f4148962,T8300,T8300,T8300,T8300,T8300,T8300,T8300,T8300,OPPO R830,OPPO R830,OPPO R830,OPPO R830
a7047a326798355ddf0884db158a299e,U9500,U9500,U9500,U9500,U9500,U9500,U9500,U9500,HUAWEI U9500,HUAWEI U9500,HUAWEI U9500,HUAWEI U9500
8e20ec2dcaf8736c3c1c7f9ee3c9794e,U5500,U5500,U5500,U5500,U5500,U5500,U5500,U5500,H60-L02,H60-L02,PT1608,A1699
329453636e338ea0f009a2bfbde34d50,Y550,Y550,Y550,Y550,Y550,Y550,Y550,Y550,HUAWEI G750-T01,HUAWEI G750-T01,HUAWEI G750-T01,HUAWEI G750-T01
0a645d73a1c1494e4dccabf1bc8659dc,VT312A,VT312A,VT312A,VT312A,VT312A,VT312A,VT312A,VT312A,HUAWEI G6-U00,HUAWEI G6-U00,HUAWEI G6-U00,HUAWEI G6-U00
86cc3ced6b11c8da25f47c397ed3ca67,Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),iPhone 4,iPhone 4,iPhone 4,A1332,A1332,A1332,A1332
d56082f20ce6196834a7a1c61d8d7100,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,HUAWEI G750-T01,HUAWEI G750-T01,HUAWEI G750-T01,HUAWEI G750-T01
c90b7f7f36486789810af18c12de0fcb,Hol-U10,Hol-U10,Hol-U10,Hol-U10,Hol-U10,Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Hol-U10,Hol-U10,Hol-U10,Hol-U10
466c63e11dde9bf43b6cd1d3b0976ae7,G610-T00,G610-T00,G610-T00,G610-T00,G610-T00,G610-T00,G610-T00,G610-T00,HUAWEI G610-T00,HUAWEI G610-T00,HUAWEI G610-T00,HUAWEI G610-T00
0ecbd5408104c0165a00c47d45628871,Y325,Y325,Y325,Lumia 630,Lumia 630,Lumia 630,Lumia 630,Lumia 630,RM-978,RM-978,RM-978,Lenovo A5800-D
a6182de36bc9b56be1fb4a9b06452649,U9500,U9500,U9500,U9500,MT2-L05(Mate 2),MT2-L05(Mate 2),MT2-L05(Mate 2),MT2-L05(Mate 2),HUAWEI MT2-L05,HUAWEI MT2-L05,HUAWEI G7-UL00,HUAWEI G7-UL20
fdec8b482ece95fa08033d866d42277f,Ascend Mate7,Ascend Mate7,MT7-TL00(Ascend Mate7),MT7-TL00(Ascend Mate7),MT7-TL00(Ascend Mate7),MT7-TL00(Ascend Mate7),MT7-TL00(Ascend Mate7),MT7-TL00(Ascend Mate7),HUAWEI MT7-TL00,HUAWEI MT7-TL00,HUAWEI MT7-TL00,HUAWEI MT7-TL00
042f3c9a4e4657f07778200780a217e6,U8950D,U8950D,U8950D,U8950D,U8950D,U8950D,U8950D,U8950D,HUAWEI U8950D,HUAWEI U8950D,PLK-AL10,PLK-AL10
bb0bc9cf9a6cff91ca34e3b5d1246e12,Y600,Y600,Y600,Y600,Y600,Y600,Y600,Y600,HUAWEI Y600-U00,HUAWEI Y600-U00,HUAWEI Y600-U00,HUAWEI Y600-U00
07800023b061f1e718ee7fdae80ee1d8,T8300,T8300,T8300,T8300,T8300,T8300,T8300,T8300,HUAWEI T8300,HUAWEI T8300,HUAWEI T8300,K1
677d0d40054eee71b88948eee44267e2,Y220T,Y220T,Y220T,Y220T,Y220T,Y220T,Y220T,Y220T,Coolpad 5855,Coolpad 5855,COOLPAD5855,COOLPAD5855
0adaca953048c03b426c770bb40ae6cb,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,H30-T00,H30-T00,H30-T00,H30-T00
eaef3ccfeb7803a5261f41575370f185,U9508,U9508,U9508,U9508,U9508,U9508,U9508,U9508,HUAWEI U9508,GALAXY NOTE 2 GT-N7100,GALAXYNOTE2GT-N7100,GALAXYNOTE2GT-N7100
0c97635b13b3e803b468e78eb9339e04,G700-U00,G700-U00,G700-U00,G700-U00,G700-U00,G700-U00,G700-U00,G700-U00,HUAWEI G700-U00,HUAWEI G700-U00,HUAWEI G700-U00,HUAWEI G700-U00
821288637480eae01b5dcdd67aebe8e7,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,HUAWEI MT7-TL10,HUAWEI MT7-TL10,HUAWEI MT7-TL10,HUAWEI MT7-TL10
0ae07e5943b43be4a4f8554f16abeef2,U5500,U5500,U5500,H60-L02,H60-L02,H60-L02,H60-L02,H60-L02,H60-L02,H60-L02,H60-L02,H60-L02
a24c1c2d94dd5e20a08b55697f2b08be,Honor 6,Honor 6,Honor 6,Honor 6,Honor 6,Honor 6,Honor 6,Honor 6,H60-L12,H60-L12,H60-L12,H60-L12
ff530bfc8cfc1668bf87be9a4f8610ab,G5000,G5000,G5000,G5000,G5000,G5000,G5000,G5000,HUAWEI G5000,HUAWEI G5000,HUAWEIG5000,HUAWEIG5000
6ba49324da45bdc1c66c521c56089fce,Y310-5000,Y310-5000,Y310-5000,Y310-5000,Y310-5000,Y310-5000,Y310-5000,Y310-5000,HUAWEI Y310-5000,HUAWEI Y310-5000,HUAWEI Y310-5000,HUAWEI Y310-5000
8ff21bcf91a20f6cf0839e358cce4b1c,Ascend G750,iPhone 6 (A1586),iPhone 6 (A1586),iPhone 6 (A1586),iPhone 6 (A1586),iPhone 6 (A1586),iPhone 6 (A1586),iPhone 6 (A1586),A1586,A1586,A1586,A1586
5a2271d3b7c74ef6bc4e40d05ccc0453,C8813,C8813,C8813,C8813,C8813,C8813,C8813,C8813,HUAWEI C8813,HUAWEI C8813,HUAWEI C8813,HUAWEI C8813
be6a5fd6d09e31f9da734c8f844ada20,C8813D,C8813D,C8813D,C8813D,SM-G5109,SM-G5109,SM-G5109,SM-G5109,SM-G5109,SM-G5109,SM-G5109,SM-G5109
9e91a7899182205dd1f2632b9d71b5ed,Ascend P6 S-U06,Ascend P6 S-U06,iPhone 4,iPhone 4,iPhone 4,iPhone 4,iPhone 4,iPhone 4,A1332,A1332,A1332,A1332
e9dd8ae2e022cecb41a5ec17bcd7c0f5,Ascend G730,Ascend G730,Ascend G730,Ascend G730,Ascend G730,Ascend G730,Ascend G730,Ascend G730,HUAWEI G730-T00,HUAWEI G730-T00,HUAWEI G700-T01,HUAWEI G730-T00
7f77de42d1e43845c083d9e3856d7370,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,HUAWEI MT7-UL00,HUAWEI MT7-UL00,HUAWEI MT7-UL00,HUAWEI MT7-UL00
1e45a51ff1443a5cc7d0ff5233f3a287,C199,C199,C199,C199,C199,C199,C199,C199,HUAWEI P7-L09,HUAWEI P7-L09,HUAWEI C8817L,HUAWEI C8817L
6aaeedc7b2ed036245185df998dafdf5,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,HUAWEI P7-L09,HUAWEI P7-L09,HUAWEI C8817L,HUAWEI MT7-CL00
753b8e0e9296c3b21cca08c57973b0c6,G520-0000,G520-0000,G520-0000,G520-0000,G520-0000,G520-0000,G520-0000,G520-0000,HUAWEI G520-0000,HUAWEI G520-0000,HUAWEI G520-0000,HUAWEI G520-0000
e1de3465e1389085db4604948807afde,P6S-U06,P6S-U06,P6S-U06,P6S-U06,P6S-U06,P6S-U06,P6S-U06,P6S-U06,HUAWEI P6 S-U06,HUAWEI P6 S-U06,HUAWEI P6 S-U06,HUAWEI P6 S-U06
ecc880122f6b137c1cf77976bde5b0c2,Ascend P6,Ascend P6,Ascend P6,Ascend P6,Ascend P6,Ascend P6,Ascend P6,Ascend P6,HUAWEI P6-C00,HUAWEI P6-C00,HUAWEI P6-C00,HUAWEI P6-C00
f35b171a7cf76b29b0b53c6da8d23bd9,Ascend P7,Ascend P7,Ascend P7,Ascend P7,SM-G9209,SM-G9209,SM-G9209,SM-G9209,SM-G9209,SM-G9209,SM-G9209,SM-G9209
201eab7765bb18c6c046096b82cbe9b3,Ascend G730,Ascend G730,Ascend G730,Ascend G730,U521,vivo Y29L,vivo Y29L,vivo Y29L,vivo Y29L,vivo Y29L,vivo Y29L,vivo Y29L
4ef53c26848624027de7efe1ee49795d,Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Pin-TL00,Pin-TL00,Pin-TL00,Pin-TL00,Pin-TL00,PE-TL20,PE-TL20,PE-TL20,PE-TL20
162ccf4d3fcbd94ab9529562cb1ec9ea,G610S/Ascend G610,G610S/Ascend G610,G610S/Ascend G610,G610S/Ascend G610,G610S/Ascend G610,G610S/Ascend G610,G610S/Ascend G610,MI-ONE Plus,MI-ONE Plus,MI-ONE Plus,MI-ONE Plus,MI-ONE Plus
dc77467c436f0c9118bccd9df01479ca,VT312A,VT312A,VT312A,VT312A,VT312A,G6-U00,G6-U00,G6-U00,HUAWEI G6-U00,HUAWEI G6-U00,HUAWEI G6-U00,HUAWEI G6-U00
523afbede764ad56a431853d9636ca57,G610-U10,G610-U10,G610-U10,G610-U10,G610-U10,G610-U10,G610-U10,G610-U10,HUAWEI G620-L72,HUAWEI G620-L72,HUAWEI G620-L72,HUAWEI G620-L72
122f057f606402159e19e3070bd63791,Ascend MT3,Ascend MT3,Ascend MT3,Ascend MT3,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,vivo X5Pro D,vivo X5Pro D,vivo X5Pro D,vivo X5Pro D
d89e587f13725bf9bbdafa5fe3e0e94a,Ascend G730,Ascend G730,Ascend G730,Ascend G730,Ascend G730,Ascend G730,H60-L02,H60-L02,H60-L02,H60-L02,H60-L02,H60-L02
1d56e32954bb1b90b929ac3b30a6130b,G5000,G5000,G5000,G5000,G5000,G5000,G5000,G5000,HUAWEI G5000,HUAWEI G5000,HUAWEIG5000,HUAWEIG5000
b83c0de8c22840a552db81a70a6a32f3,G660,G660,G660,G660,G660,G660,G660,G660,HUAWEI G660-L075,A1431,A1431,A1431
974e9e495f284351bbff8b65068172a6,Ascend MT3,Ascend MT3,Ascend MT3,Ascend MT3,Ascend MT3,Ascend MT3,Ascend MT3,Ascend MT3,HUAWEI MT7-UL00,HUAWEI MT7-UL00,HUAWEI MT7-UL00,HUAWEI MT7-UL00
6929a6a31d9684b766626a36bf49c8ec,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,RM-1087,RM-1087,RM-1087,RM-1087
49aab5d76013725610fbfd015f202406,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7-L09(Ascend P7),P6-C00,P6-C00,P6-C00,HUAWEI P7-L09,RM-1121,RM-1121,RM-1121
65efdf2eb6a59f76c56194605ed8eaee,H60-L02,H60-L02,H60-L02,H60-L02,H60-L02,H60-L02,H60-L02,H60-L02,H60-L02,H60-L02,H60-L02,H60-L02
182c421648377dacc625a86f8751e967,E1552,E1552,E1552,E1552,P6-T00,P6-T00,P6-T00,P6-T00,HUAWEI P6-T00,HUAWEI P6-T00,HUAWEI P6-T00,HUAWEI P6-T00
bd0eaeee43feb7a1fed2df0f075f44fc,G610-T11,G610-T11,G610-T11,G610-T11,G610-T11,G610-T11,G610-T11,G610-T11,HUAWEI G610-T11,HUAWEI G610-T11,HUAWEI G610-T11,HUAWEI G610-T11
38ac01d795e2016ec6d112a1a148f0fc,T520,T520,T520,T520,T520,B199,B199,B199,HUAWEI B199,HUAWEI B199,HUAWEI B199,HUAWEI B199
3d49530e90af18eaff9cb4c9e6c6aa81,Y210-2010,Y210-2010,Y210-2010,Y210-2010,Y210-2010,Y210-2010,Y210-2010,Y210-2010,i808,i808,HUAWEI Y210-2010,HUAWEI Y210-2010
bff8e6d22e29e391d2a1943b3898911f,G520-0000,G520-0000,G520-0000,G520-0000,G520-0000,G520-0000,G520-0000,G520-0000,HUAWEI G520-0000,HUAWEI G520-0000,HUAWEI G520-0000,HUAWEI G520-0000
9a9f2d9112e99640ddb1bd10927eb32d,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,H30-T00,H30-T00,H30-T00,H30-T00
f008678d41feee29d129d773c1b14a66,G525-U00,G525-U00,G525-U00,G525-U00,G525-U00,G525-U00,G525-U00,G525-U00,HUAWEI C199s,HUAWEI C199s,HUAWEI C199,HUAWEI C199
372d549cce627d6b7fcafb33a09d6282,G606-T00,G606-T00,G606-T00,G606-T00,G606-T00,G606-T00,G606-T00,G606-T00,HUAWEI G606-T00,HUAWEI G606-T00,HUAWEI G606-T00,HUAWEI G606-T00
b493810b620d99630959ba728be33a24,T9510E,T9510E,T9510E,T9510E,T9510E,T9510E,T9510E,T9510E,HUAWEI T9510E,HUAWEI GRA-TL00,HUAWEI GRA-TL00,HUAWEI GRA-TL00
5f38326bfa613d538f1fccd09caf4ffe,Honor 3C,Honor 3C,Honor 3C,Honor 4X,Honor 4X,Honor 4X,Honor 4X,Honor 4X,Che1-CL20,Che1-CL20,Che1-CL20,Che1-CL20
